from_region,to_region,v1_status,v4_status,v4_normal_fare,v4_priority_fare,v4_promoted,v4_source_name,v4_source_date,v4_source_url,v4_confidence,normal_path,priority_path,providers,jne2026_values
순천,영암,TRANSFER_TRUSTED,TRANSFER_TRUSTED,15700,15700,False,,,,,"[""순천"", ""장흥"", ""영암""]","[""순천"", ""장흥"", ""영암""]","[""bustago"", ""tmoney""]",[17500]
순천,무안,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14200,17400,False,,,,,"[""순천"", ""남악"", ""무안""]","[""순천"", ""남악"", ""무안""]","[""tmoney""]","[14700, 18200]"
순천,함평,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12900,16800,False,,,,,"[""순천"", ""광주"", ""함평""]","[""순천"", ""광주"", ""함평""]","[""tmoney""]",[12900]
순천,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,15700,20500,False,,,,,"[""순천"", ""광주"", ""영광""]","[""순천"", ""광주"", ""영광""]","[""tmoney""]",[15700]
순천,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10800,13400,False,,,,,"[""순천"", ""광주"", ""장성""]","[""순천"", ""광주"", ""장성""]","[""tmoney""]",[10800]
순천,완도,DIRECT_PROVIDER,DIRECT_PROVIDER,23200,23200,False,,,,,"[""순천"", ""완도""]","[""순천"", ""완도""]","[""tmoney""]",[23200]
순천,진도,DIRECT_PROVIDER,DIRECT_PROVIDER,23800,23800,False,,,,,"[""순천"", ""진도""]","[""순천"", ""진도""]","[""tmoney""]",[23900]
순천,남악,DIRECT_PROVIDER,DIRECT_PROVIDER,10600,13800,False,,,,,"[""순천"", ""남악""]","[""순천"", ""남악""]","[""tmoney""]","[10600, 13800]"
나주,광주,DIRECT_PROVIDER,DIRECT_PROVIDER,4300,6800,False,,,,,"[""나주"", ""광주""]","[""나주"", ""광주""]","[""bustago"", ""tmoney""]",[4300]
나주,목포,DIRECT_PROVIDER,DIRECT_PROVIDER,7300,7300,False,,,,,"[""나주"", ""목포""]","[""나주"", ""목포""]","[""bustago"", ""tmoney""]",[7300]
나주,여수,TRANSFER_TRUSTED,TRANSFER_TRUSTED,17300,23600,False,,,,,"[""나주"", ""광주"", ""여수""]","[""나주"", ""광주"", ""여수""]","[""bustago"", ""tmoney""]",[17300]
나주,순천,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,17800,False,,,,,"[""나주"", ""광주"", ""순천""]","[""나주"", ""광주"", ""순천""]","[""bustago"", ""tmoney""]",[12700]
나주,광양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,17700,False,,,,,"[""나주"", ""광주"", ""광양""]","[""나주"", ""광주"", ""광양""]","[""bustago"", ""tmoney""]",[12700]
나주,담양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7200,9700,False,,,,,"[""나주"", ""광주"", ""담양""]","[""나주"", ""광주"", ""담양""]","[""bustago"", ""tmoney""]",[7200]
나주,곡성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,9800,12300,False,,,,,"[""나주"", ""광주"", ""곡성""]","[""나주"", ""광주"", ""곡성""]","[""bustago"", ""tmoney""]",[9800]
나주,구례,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14100,16600,False,,,,,"[""나주"", ""광주"", ""구례""]","[""나주"", ""광주"", ""구례""]","[""bustago"", ""tmoney""]",[14100]
나주,고흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,20500,23800,False,,,,,"[""나주"", ""광주"", ""고흥""]","[""나주"", ""강진"", ""고흥""]","[""bustago"", ""tmoney""]",[20500]
나주,보성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12200,12200,False,,,,,"[""나주"", ""장흥"", ""보성""]","[""나주"", ""장흥"", ""보성""]","[""tmoney""]",[14800]
나주,화순,TRANSFER_TRUSTED,TRANSFER_TRUSTED,6800,10000,False,,,,,"[""나주"", ""광주"", ""화순""]","[""나주"", ""광주"", ""화순""]","[""bustago"", ""tmoney""]",[6800]
나주,장흥,DIRECT_PROVIDER,DIRECT_PROVIDER,9000,9000,False,,,,,"[""나주"", ""장흥""]","[""나주"", ""장흥""]","[""tmoney""]",[9000]
나주,강진,DIRECT_PROVIDER,DIRECT_PROVIDER,8200,8200,False,,,,,"[""나주"", ""강진""]","[""나주"", ""강진""]","[""tmoney""]",[8200]
나주,해남,DIRECT_PROVIDER,DIRECT_PROVIDER,9900,9900,False,,,,,"[""나주"", ""해남""]","[""나주"", ""해남""]","[""tmoney""]",[9900]
나주,영암,DIRECT_PROVIDER,DIRECT_PROVIDER,4400,4400,False,,,,,"[""나주"", ""영암""]","[""나주"", ""영암""]","[""tmoney""]",[4400]
나주,무안,DIRECT_PROVIDER,DIRECT_PROVIDER,4100,4100,False,,,,,"[""나주"", ""무안""]","[""나주"", ""무안""]","[""tmoney""]",[4100]
나주,함평,DIRECT_PROVIDER,DIRECT_PROVIDER,3700,3700,False,,,,,"[""나주"", ""함평""]","[""나주"", ""함평""]","[""tmoney""]",[3700]
나주,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7300,7300,False,,,,,"[""나주"", ""함평"", ""영광""]","[""나주"", ""함평"", ""영광""]","[""tmoney""]",[7400]
나주,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,6700,9200,False,,,,,"[""나주"", ""광주"", ""장성""]","[""나주"", ""광주"", ""장성""]","[""bustago"", ""tmoney""]",[6700]
나주,완도,DIRECT_PROVIDER,DIRECT_PROVIDER,16600,16600,False,,,,,"[""나주"", ""완도""]","[""나주"", ""완도""]","[""tmoney""]",[16600]
나주,진도,DIRECT_PROVIDER,DIRECT_PROVIDER,17200,17200,False,,,,,"[""나주"", ""진도""]","[""나주"", ""진도""]","[""tmoney""]",[17200]
나주,남악,TRANSFER_TRUSTED,DIRECT_SOURCE_VERIFIED,8200,8200,True,BUSTIME 남악→나주,2026-07-12,https://ko.bustime.co.kr/plans/intercity/namak/naju/details.html,HIGH_SOURCE_EXPLICIT_REVERSE_ACCEPTED,"[""나주"", ""무안"", ""남악""]","[""나주"", ""무안"", ""남악""]","[""tmoney""]",[9000]
광양,광주,DIRECT_PROVIDER,DIRECT_PROVIDER,8400,10900,False,,,,,"[""광양"", ""광주""]","[""광양"", ""광주""]","[""tmoney""]",[8400]
광양,목포,DIRECT_PROVIDER,DIRECT_PROVIDER,13700,17800,False,,,,,"[""광양"", ""목포""]","[""광양"", ""목포""]","[""tmoney""]",[13700]
광양,여수,DIRECT_PROVIDER,DIRECT_PROVIDER,7500,7500,False,,,,,"[""광양"", ""여수""]","[""광양"", ""여수""]","[""tmoney""]",[7500]
광양,순천,DIRECT_PROVIDER,DIRECT_PROVIDER,2500,3200,False,,,,,"[""광양"", ""순천""]","[""광양"", ""순천""]","[""tmoney""]",[2500]
광양,나주,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,17700,False,,,,,"[""광양"", ""광주"", ""나주""]","[""광양"", ""광주"", ""나주""]","[""bustago"", ""tmoney""]",[12700]
광양,담양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,11300,13800,False,,,,,"[""광양"", ""광주"", ""담양""]","[""광양"", ""광주"", ""담양""]","[""bustago"", ""tmoney""]",[11300]
광양,곡성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,13900,16400,False,,,,,"[""광양"", ""광주"", ""곡성""]","[""광양"", ""광주"", ""곡성""]","[""tmoney""]",[13900]
광양,구례,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7700,8400,False,,,,,"[""광양"", ""순천"", ""구례""]","[""광양"", ""순천"", ""구례""]","[""tmoney""]",[7700]
광양,고흥,DIRECT_PROVIDER,DIRECT_PROVIDER,11200,14500,False,,,,,"[""광양"", ""고흥""]","[""광양"", ""고흥""]","[""tmoney""]",[10200]
광양,보성,DIRECT_PROVIDER,DIRECT_PROVIDER,9900,9900,False,,,,,"[""광양"", ""보성""]","[""광양"", ""보성""]","[""tmoney""]",[9900]
광양,화순,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10900,14100,False,,,,,"[""광양"", ""광주"", ""화순""]","[""광양"", ""광주"", ""화순""]","[""tmoney""]",[10900]
광양,장흥,DIRECT_PROVIDER,DIRECT_PROVIDER,13200,13200,False,,,,,"[""광양"", ""장흥""]","[""광양"", ""장흥""]","[""tmoney""]",[13200]
광양,강진,DIRECT_PROVIDER,DIRECT_PROVIDER,15600,15600,False,,,,,"[""광양"", ""강진""]","[""광양"", ""강진""]","[""tmoney""]",[15600]
광양,해남,DIRECT_PROVIDER,DIRECT_PROVIDER,19100,19100,False,,,,,"[""광양"", ""해남""]","[""광양"", ""해남""]","[""tmoney""]",[19100]
광양,영암,TRANSFER_TRUSTED,TRANSFER_TRUSTED,17100,17800,False,,,,,"[""광양"", ""광주"", ""영암""]","[""광양"", ""장흥"", ""영암""]","[""bustago"", ""tmoney""]",[19500]
광양,무안,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14400,18700,False,,,,,"[""광양"", ""광주"", ""무안""]","[""광양"", ""광주"", ""무안""]","[""tmoney""]",[14400]
광양,함평,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12900,16700,False,,,,,"[""광양"", ""광주"", ""함평""]","[""광양"", ""광주"", ""함평""]","[""tmoney""]",[12900]
광양,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,15700,20400,False,,,,,"[""광양"", ""광주"", ""영광""]","[""광양"", ""광주"", ""영광""]","[""tmoney""]",[15700]
광양,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10800,13300,False,,,,,"[""광양"", ""광주"", ""장성""]","[""광양"", ""광주"", ""장성""]","[""tmoney""]",[10800]
광양,완도,DIRECT_PROVIDER,DIRECT_PROVIDER,25800,25800,False,,,,,"[""광양"", ""완도""]","[""광양"", ""완도""]","[""tmoney""]",[25800]
광양,진도,DIRECT_PROVIDER,DIRECT_PROVIDER,28400,28400,False,,,,,"[""광양"", ""진도""]","[""광양"", ""진도""]","[""tmoney""]",[23400]
광양,남악,DIRECT_PROVIDER,DIRECT_PROVIDER,16700,16700,False,,,,,"[""광양"", ""남악""]","[""광양"", ""남악""]","[""tmoney""]",[11700]
담양,광주,DIRECT_PROVIDER,DIRECT_PROVIDER,2900,2900,False,,,,,"[""담양"", ""광주""]","[""담양"", ""광주""]","[""bustago"", ""tmoney""]",[2900]
담양,목포,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10100,12200,False,,,,,"[""담양"", ""광주"", ""목포""]","[""담양"", ""광주"", ""목포""]","[""bustago"", ""kobus"", ""tmoney""]",[10100]
담양,여수,TRANSFER_TRUSTED,TRANSFER_TRUSTED,15900,19700,False,,,,,"[""담양"", ""광주"", ""여수""]","[""담양"", ""광주"", ""여수""]","[""bustago"", ""tmoney""]",[15900]
담양,순천,TRANSFER_TRUSTED,TRANSFER_TRUSTED,11300,13900,False,,,,,"[""담양"", ""광주"", ""순천""]","[""담양"", ""광주"", ""순천""]","[""bustago"", ""tmoney""]",[10100]
담양,나주,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7200,9700,False,,,,,"[""담양"", ""광주"", ""나주""]","[""담양"", ""광주"", ""나주""]","[""bustago"", ""tmoney""]",[7200]
담양,광양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,11300,13800,False,,,,,"[""담양"", ""광주"", ""광양""]","[""담양"", ""광주"", ""광양""]","[""bustago"", ""tmoney""]",[11300]
담양,곡성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,8400,8400,False,,,,,"[""담양"", ""광주"", ""곡성""]","[""담양"", ""광주"", ""곡성""]","[""bustago"", ""tmoney""]",[8400]
담양,구례,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,12700,False,,,,,"[""담양"", ""광주"", ""구례""]","[""담양"", ""광주"", ""구례""]","[""bustago"", ""tmoney""]",[12700]
담양,고흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,19100,23900,False,,,,,"[""담양"", ""광주"", ""고흥""]","[""담양"", ""광주"", ""고흥""]","[""bustago"", ""tmoney""]",[19100]
담양,보성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,13400,14400,False,,,,,"[""담양"", ""광주"", ""보성""]","[""담양"", ""광주"", ""보성""]","[""bustago"", ""tmoney""]",[13400]
담양,화순,TRANSFER_TRUSTED,TRANSFER_TRUSTED,5400,6100,False,,,,,"[""담양"", ""광주"", ""화순""]","[""담양"", ""광주"", ""화순""]","[""bustago"", ""tmoney""]",[8000]
담양,장흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14400,17800,False,,,,,"[""담양"", ""광주"", ""장흥""]","[""담양"", ""광주"", ""장흥""]","[""bustago"", ""tmoney""]",[14400]
담양,강진,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14600,18100,False,,,,,"[""담양"", ""광주"", ""강진""]","[""담양"", ""광주"", ""강진""]","[""bustago"", ""tmoney""]",[14600]
담양,해남,TRANSFER_TRUSTED,TRANSFER_TRUSTED,16600,19800,False,,,,,"[""담양"", ""광주"", ""해남""]","[""담양"", ""광주"", ""해남""]","[""bustago"", ""tmoney""]",[16600]
담양,영암,TRANSFER_TRUSTED,TRANSFER_TRUSTED,11600,11600,False,,,,,"[""담양"", ""광주"", ""영암""]","[""담양"", ""광주"", ""영암""]","[""bustago"", ""tmoney""]",[11600]
담양,무안,TRANSFER_TRUSTED,TRANSFER_TRUSTED,8900,10700,False,,,,,"[""담양"", ""광주"", ""무안""]","[""담양"", ""광주"", ""무안""]","[""bustago"", ""tmoney""]",[8900]
담양,함평,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7400,8700,False,,,,,"[""담양"", ""광주"", ""함평""]","[""담양"", ""광주"", ""함평""]","[""bustago"", ""tmoney""]",[7400]
담양,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10200,12400,False,,,,,"[""담양"", ""광주"", ""영광""]","[""담양"", ""광주"", ""영광""]","[""bustago"", ""tmoney""]",[10200]
담양,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,5300,5300,False,,,,,"[""담양"", ""광주"", ""장성""]","[""담양"", ""광주"", ""장성""]","[""bustago"", ""tmoney""]",[5300]
담양,완도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,23400,27700,False,,,,,"[""담양"", ""광주"", ""완도""]","[""담양"", ""광주"", ""완도""]","[""bustago"", ""tmoney""]",[23400]
담양,진도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,18200,22800,False,,,,,"[""담양"", ""광주"", ""진도""]","[""담양"", ""광주"", ""진도""]","[""bustago"", ""tmoney""]",[18200]
담양,남악,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10100,12200,False,,,,,"[""담양"", ""광주"", ""남악""]","[""담양"", ""광주"", ""남악""]","[""bustago"", ""tmoney""]",[10100]
곡성,광주,DIRECT_PROVIDER,DIRECT_PROVIDER,5500,5500,False,,,,,"[""곡성"", ""광주""]","[""곡성"", ""광주""]","[""tmoney""]",[5500]
곡성,목포,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,14800,False,,,,,"[""곡성"", ""광주"", ""목포""]","[""곡성"", ""광주"", ""목포""]","[""bustago"", ""kobus"", ""tmoney""]",[12700]
곡성,여수,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14500,14500,False,,,,,"[""곡성"", ""구례"", ""여수""]","[""곡성"", ""구례"", ""여수""]","[""tmoney""]",[18500]
곡성,순천,TRANSFER_TRUSTED,TRANSFER_TRUSTED,9500,9500,False,,,,,"[""곡성"", ""구례"", ""순천""]","[""곡성"", ""구례"", ""순천""]","[""tmoney""]",[9400]
곡성,나주,TRANSFER_TRUSTED,TRANSFER_TRUSTED,9800,12300,False,,,,,"[""곡성"", ""광주"", ""나주""]","[""곡성"", ""광주"", ""나주""]","[""bustago"", ""tmoney""]",[9800]
곡성,광양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,13900,16400,False,,,,,"[""곡성"", ""광주"", ""광양""]","[""곡성"", ""광주"", ""광양""]","[""tmoney""]",[13900]
곡성,담양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,8400,8400,False,,,,,"[""곡성"", ""광주"", ""담양""]","[""곡성"", ""광주"", ""담양""]","[""bustago"", ""tmoney""]",[8400]
곡성,구례,DIRECT_PROVIDER,DIRECT_PROVIDER,4300,4300,False,,,,,"[""곡성"", ""구례""]","[""곡성"", ""구례""]","[""tmoney""]",[4300]
곡성,고흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,21700,26500,False,,,,,"[""곡성"", ""광주"", ""고흥""]","[""곡성"", ""광주"", ""고흥""]","[""tmoney""]",[21400]
곡성,보성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,16000,17000,False,,,,,"[""곡성"", ""광주"", ""보성""]","[""곡성"", ""광주"", ""보성""]","[""bustago"", ""tmoney""]",[17300]
곡성,화순,TRANSFER_TRUSTED,TRANSFER_TRUSTED,8000,8700,False,,,,,"[""곡성"", ""광주"", ""화순""]","[""곡성"", ""광주"", ""화순""]","[""tmoney""]",[8000]
곡성,장흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,17000,20400,False,,,,,"[""곡성"", ""광주"", ""장흥""]","[""곡성"", ""광주"", ""장흥""]","[""tmoney""]",[17000]
곡성,강진,TRANSFER_TRUSTED,TRANSFER_TRUSTED,17200,20700,False,,,,,"[""곡성"", ""광주"", ""강진""]","[""곡성"", ""광주"", ""강진""]","[""bustago"", ""tmoney""]",[17200]
곡성,해남,TRANSFER_TRUSTED,TRANSFER_TRUSTED,19200,22400,False,,,,,"[""곡성"", ""광주"", ""해남""]","[""곡성"", ""광주"", ""해남""]","[""bustago"", ""tmoney""]",[19200]
곡성,영암,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14200,14200,False,,,,,"[""곡성"", ""광주"", ""영암""]","[""곡성"", ""광주"", ""영암""]","[""bustago"", ""tmoney""]",[14200]
곡성,무안,TRANSFER_TRUSTED,TRANSFER_TRUSTED,11500,13300,False,,,,,"[""곡성"", ""광주"", ""무안""]","[""곡성"", ""광주"", ""무안""]","[""tmoney""]",[11500]
곡성,함평,TRANSFER_TRUSTED,TRANSFER_TRUSTED,10000,11300,False,,,,,"[""곡성"", ""광주"", ""함평""]","[""곡성"", ""광주"", ""함평""]","[""tmoney""]",[8800]
곡성,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12800,15000,False,,,,,"[""곡성"", ""광주"", ""영광""]","[""곡성"", ""광주"", ""영광""]","[""tmoney""]",[12800]
곡성,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7900,7900,False,,,,,"[""곡성"", ""광주"", ""장성""]","[""곡성"", ""광주"", ""장성""]","[""tmoney""]",[7900]
곡성,완도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,26000,30300,False,,,,,"[""곡성"", ""광주"", ""완도""]","[""곡성"", ""광주"", ""완도""]","[""bustago"", ""tmoney""]",[23000]
곡성,진도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,20800,25400,False,,,,,"[""곡성"", ""광주"", ""진도""]","[""곡성"", ""광주"", ""진도""]","[""tmoney""]",[20800]
곡성,남악,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,14800,False,,,,,"[""곡성"", ""광주"", ""남악""]","[""곡성"", ""광주"", ""남악""]","[""tmoney""]",[12700]
구례,광주,DIRECT_PROVIDER,DIRECT_PROVIDER,9800,9800,False,,,,,"[""구례"", ""광주""]","[""구례"", ""광주""]","[""tmoney""]",[9800]
구례,목포,TRANSFER_TRUSTED,TRANSFER_TRUSTED,16700,19100,False,,,,,"[""구례"", ""순천"", ""목포""]","[""구례"", ""광주"", ""목포""]","[""bustago"", ""tmoney""]",[17000]
구례,여수,DIRECT_PROVIDER,DIRECT_PROVIDER,10200,10200,False,,,,,"[""구례"", ""여수""]","[""구례"", ""여수""]","[""tmoney""]",[10200]
구례,순천,DIRECT_PROVIDER,DIRECT_PROVIDER,5200,5200,False,,,,,"[""구례"", ""순천""]","[""구례"", ""순천""]","[""tmoney""]",[5200]
구례,나주,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14100,16600,False,,,,,"[""구례"", ""광주"", ""나주""]","[""구례"", ""광주"", ""나주""]","[""bustago"", ""tmoney""]",[14100]
구례,광양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,7700,8400,False,,,,,"[""구례"", ""순천"", ""광양""]","[""구례"", ""순천"", ""광양""]","[""tmoney""]",[7700]
구례,담양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12700,12700,False,,,,,"[""구례"", ""광주"", ""담양""]","[""구례"", ""광주"", ""담양""]","[""bustago"", ""tmoney""]",[12700]
구례,곡성,DIRECT_PROVIDER,DIRECT_PROVIDER,4300,4300,False,,,,,"[""구례"", ""곡성""]","[""구례"", ""곡성""]","[""tmoney""]",[4300]
구례,고흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,13900,16500,False,,,,,"[""구례"", ""순천"", ""고흥""]","[""구례"", ""순천"", ""고흥""]","[""bustago"", ""tmoney""]",[13900]
구례,보성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,13100,13100,False,,,,,"[""구례"", ""순천"", ""보성""]","[""구례"", ""순천"", ""보성""]","[""tmoney""]",[13100]
구례,화순,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12300,13000,False,,,,,"[""구례"", ""광주"", ""화순""]","[""구례"", ""광주"", ""화순""]","[""tmoney""]",[12300]
구례,장흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,16300,16300,False,,,,,"[""구례"", ""순천"", ""장흥""]","[""구례"", ""순천"", ""장흥""]","[""tmoney""]",[16300]
구례,강진,TRANSFER_TRUSTED,TRANSFER_TRUSTED,18700,18700,False,,,,,"[""구례"", ""순천"", ""강진""]","[""구례"", ""순천"", ""강진""]","[""tmoney""]",[18700]
구례,해남,TRANSFER_TRUSTED,TRANSFER_TRUSTED,21700,21700,False,,,,,"[""구례"", ""순천"", ""해남""]","[""구례"", ""순천"", ""해남""]","[""tmoney""]",[21800]
구례,영암,TRANSFER_TRUSTED,TRANSFER_TRUSTED,18500,18500,False,,,,,"[""구례"", ""광주"", ""영암""]","[""구례"", ""광주"", ""영암""]","[""bustago"", ""tmoney""]",[18500]
구례,무안,TRANSFER_TRUSTED,TRANSFER_TRUSTED,15800,17600,False,,,,,"[""구례"", ""광주"", ""무안""]","[""구례"", ""광주"", ""무안""]","[""tmoney""]",[15800]
구례,함평,TRANSFER_TRUSTED,TRANSFER_TRUSTED,14300,15600,False,,,,,"[""구례"", ""광주"", ""함평""]","[""구례"", ""광주"", ""함평""]","[""tmoney""]",[14300]
구례,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,17100,19300,False,,,,,"[""구례"", ""광주"", ""영광""]","[""구례"", ""광주"", ""영광""]","[""tmoney""]",[17100]
구례,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,12200,12200,False,,,,,"[""구례"", ""광주"", ""장성""]","[""구례"", ""광주"", ""장성""]","[""tmoney""]",[12200]
구례,완도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,28400,28400,False,,,,,"[""구례"", ""순천"", ""완도""]","[""구례"", ""순천"", ""완도""]","[""tmoney""]",[28400]
구례,진도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,25100,29000,False,,,,,"[""구례"", ""광주"", ""진도""]","[""구례"", ""순천"", ""진도""]","[""tmoney""]",[29100]
구례,남악,TRANSFER_TRUSTED,TRANSFER_TRUSTED,15800,19000,False,,,,,"[""구례"", ""순천"", ""남악""]","[""구례"", ""순천"", ""남악""]","[""tmoney""]",[19000]
고흥,광주,DIRECT_PROVIDER,DIRECT_PROVIDER,16200,21000,False,,,,,"[""고흥"", ""광주""]","[""고흥"", ""광주""]","[""tmoney""]","[16200, 21000]"
고흥,목포,DIRECT_PROVIDER,DIRECT_PROVIDER,23300,23300,False,,,,,"[""고흥"", ""목포""]","[""고흥"", ""목포""]","[""tmoney""]",[18600]
고흥,여수,DIRECT_PROVIDER,DIRECT_PROVIDER,13600,17700,False,,,,,"[""고흥"", ""여수""]","[""고흥"", ""여수""]","[""tmoney""]",[13600]
고흥,순천,DIRECT_PROVIDER,DIRECT_PROVIDER,8700,11300,False,,,,,"[""고흥"", ""순천""]","[""고흥"", ""순천""]","[""bustago"", ""tmoney""]",[8700]
고흥,나주,TRANSFER_TRUSTED,TRANSFER_TRUSTED,20500,23800,False,,,,,"[""고흥"", ""광주"", ""나주""]","[""고흥"", ""강진"", ""나주""]","[""bustago"", ""tmoney""]",[20500]
고흥,광양,DIRECT_PROVIDER,DIRECT_PROVIDER,11200,14500,False,,,,,"[""고흥"", ""광양""]","[""고흥"", ""광양""]","[""tmoney""]",[10200]
고흥,담양,TRANSFER_TRUSTED,TRANSFER_TRUSTED,19100,23900,False,,,,,"[""고흥"", ""광주"", ""담양""]","[""고흥"", ""광주"", ""담양""]","[""bustago"", ""tmoney""]",[19100]
고흥,곡성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,21700,26500,False,,,,,"[""고흥"", ""광주"", ""곡성""]","[""고흥"", ""광주"", ""곡성""]","[""tmoney""]",[21400]
고흥,구례,TRANSFER_TRUSTED,TRANSFER_TRUSTED,13900,16500,False,,,,,"[""고흥"", ""순천"", ""구례""]","[""고흥"", ""순천"", ""구례""]","[""bustago"", ""tmoney""]",[13900]
고흥,보성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,16600,19200,False,,,,,"[""고흥"", ""순천"", ""보성""]","[""고흥"", ""순천"", ""보성""]","[""bustago"", ""tmoney""]",[9900]
고흥,화순,TRANSFER_TRUSTED,DIRECT_SOURCE_VERIFIED,13700,17800,True,BUSTIME 고흥→화순 시외버스 시간표,2026-07-12,https://ko.bustime.co.kr/plans/intercity/goheung/hwasun/details.html,HIGH_SOURCE_EXPLICIT,"[""고흥"", ""광주"", ""화순""]","[""고흥"", ""광주"", ""화순""]","[""tmoney""]",[13700]
고흥,장흥,TRANSFER_TRUSTED,TRANSFER_TRUSTED,18000,19900,False,,,,,"[""고흥"", ""강진"", ""장흥""]","[""고흥"", ""강진"", ""장흥""]","[""kobus"", ""tmoney""]",[13100]
고흥,강진,DIRECT_PROVIDER,DIRECT_PROVIDER,15600,15600,False,,,,,"[""고흥"", ""강진""]","[""고흥"", ""강진""]","[""tmoney""]",[14200]
고흥,해남,TRANSFER_TRUSTED,TRANSFER_TRUSTED,18600,18600,False,,,,,"[""고흥"", ""강진"", ""해남""]","[""고흥"", ""강진"", ""해남""]","[""tmoney""]",[18600]
고흥,영암,TRANSFER_TRUSTED,TRANSFER_TRUSTED,19500,19500,False,,,,,"[""고흥"", ""강진"", ""영암""]","[""고흥"", ""강진"", ""영암""]","[""tmoney""]",[19500]
고흥,무안,TRANSFER_TRUSTED,TRANSFER_TRUSTED,22200,26500,False,,,,,"[""고흥"", ""광주"", ""무안""]","[""고흥"", ""목포"", ""무안""]","[""tmoney""]",[22200]
고흥,함평,TRANSFER_TRUSTED,TRANSFER_TRUSTED,20700,26800,False,,,,,"[""고흥"", ""광주"", ""함평""]","[""고흥"", ""광주"", ""함평""]","[""tmoney""]",[20700]
고흥,영광,TRANSFER_TRUSTED,TRANSFER_TRUSTED,23500,30500,False,,,,,"[""고흥"", ""광주"", ""영광""]","[""고흥"", ""광주"", ""영광""]","[""tmoney""]",[23500]
고흥,장성,TRANSFER_TRUSTED,TRANSFER_TRUSTED,18600,23400,False,,,,,"[""고흥"", ""광주"", ""장성""]","[""고흥"", ""광주"", ""장성""]","[""tmoney""]",[18600]
고흥,완도,TRANSFER_TRUSTED,TRANSFER_TRUSTED,23500,23500,False,,,,,"[""고흥"", ""강진"", ""완도""]","[""고흥"", ""강진"", ""완도""]","[""tmoney""]",[25200]
